air_pollution_index,wind_direction,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,time,Month,Year,day
156,199,285.91,0.0,0.0,1,Clear,sky is clear,1039,23,June,2013,3
223,315,283.79,0.0,0.0,1,Clear,sky is clear,345,01,June,2013,4
237,186,283.04,0.0,0.0,1,Clear,sky is clear,256,02,June,2013,4
155,202,282.41,0.0,0.0,1,Clear,sky is clear,336,03,June,2013,4
155,202,281.82,0.0,0.0,1,Mist,mist,821,04,June,2013,4
31,200,281.33,0.0,0.0,1,Mist,mist,2762,05,June,2013,4
98,175,280.83,0.0,0.0,1,Clear,sky is clear,6057,06,June,2013,4
189,233,281.5,0.0,0.0,1,Clear,sky is clear,6635,07,June,2013,4
274,171,284.94,0.0,0.0,1,Clear,sky is clear,6502,08,June,2013,4
59,171,287.8,0.0,0.0,1,Clear,sky is clear,4995,09,June,2013,4
239,171,289.92,0.0,0.0,1,Clear,sky is clear,4438,10,June,2013,4
70,172,291.77,0.0,0.0,1,Clear,sky is clear,4690,11,June,2013,4
28,172,292.8,0.0,0.0,40,Clouds,scattered clouds,4906,12,June,2013,4
34,188,293.2,0.0,0.0,40,Clouds,scattered clouds,4958,13,June,2013,4
216,194,293.28,0.0,0.0,1,Clear,sky is clear,5470,14,June,2013,4
84,194,292.7,0.0,0.0,40,Clouds,scattered clouds,5979,15,June,2013,4
150,195,292.33,0.0,0.0,90,Clouds,overcast clouds,6852,16,June,2013,4
290,192,292.31,0.0,0.0,90,Haze,haze,6189,17,June,2013,4
100,185,292.02,0.0,0.0,90,Clouds,overcast clouds,4479,18,June,2013,4
84,192,291.85,0.0,0.0,75,Clouds,broken clouds,3270,19,June,2013,4
73,174,291.48,0.0,0.0,75,Clouds,broken clouds,2712,20,June,2013,4
91,180,290.76,0.0,0.0,90,Rain,light rain,2583,21,June,2013,4
259,0,290.09,0.0,0.0,90,Clouds,overcast clouds,1899,22,June,2013,4
147,203,290.01,0.0,0.0,90,Clouds,overcast clouds,1236,23,June,2013,4
109,150,289.47,0.0,0.0,90,Clouds,overcast clouds,375,01,June,2013,5
282,159,288.75,0.0,0.0,75,Clouds,broken clouds,249,02,June,2013,5
250,168,288.35,0.0,0.0,75,Clouds,broken clouds,343,03,June,2013,5
14,212,288.18,0.0,0.0,75,Clouds,broken clouds,788,04,June,2013,5
224,168,287.44,0.0,0.0,75,Clouds,broken clouds,2736,05,June,2013,5
76,210,287.29,0.0,0.0,92,Clouds,overcast clouds,5890,06,June,2013,5
164,200,287.66,0.0,0.0,92,Clouds,overcast clouds,6085,07,June,2013,5
38,199,288.02,0.0,0.0,92,Clouds,overcast clouds,5790,08,June,2013,5
18,199,288.48,0.0,0.0,92,Clouds,overcast clouds,5281,09,June,2013,5
209,199,288.86,0.25,0.0,92,Rain,light rain,4423,10,June,2013,5
239,158,289.11,0.25,0.0,92,Rain,moderate rain,4756,11,June,2013,5
276,201,289.48,0.25,0.0,92,Rain,light rain,4959,12,June,2013,5
172,138,289.54,0.25,0.0,92,Rain,light rain,5093,13,June,2013,5
84,189,289.78,0.0,0.0,92,Rain,light rain,5550,14,June,2013,5
192,225,289.3,0.25,0.0,92,Rain,light rain,6055,15,June,2013,5
118,208,289.3,0.25,0.0,92,Drizzle,drizzle,6055,15,June,2013,5
209,225,288.91,0.0,0.0,92,Drizzle,light intensity drizzle,6762,16,June,2013,5
190,186,288.57,0.0,0.0,92,Drizzle,light intensity drizzle,6547,17,June,2013,5
37,248,288.57,0.0,0.0,92,Rain,light rain,6547,17,June,2013,5
62,135,287.92,0.0,0.0,92,Rain,light rain,4599,18,June,2013,5
257,204,287.41,0.0,0.0,92,Rain,light rain,3378,19,June,2013,5
49,204,286.69,0.57,0.0,92,Rain,light rain,2821,20,June,2013,5
231,248,286.69,0.57,0.0,92,Mist,mist,2821,20,June,2013,5
175,200,286.48,0.25,0.0,90,Rain,moderate rain,2615,21,June,2013,5
38,200,286.48,0.25,0.0,90,Drizzle,drizzle,2615,21,June,2013,5
198,202,286.26,0.25,0.0,92,Rain,light rain,1922,22,June,2013,5
211,174,286.26,0.25,0.0,92,Drizzle,light intensity drizzle,1922,22,June,2013,5
139,199,285.93,0.38,0.0,92,Rain,light rain,1293,23,June,2013,5
57,208,285.93,0.38,0.0,92,Drizzle,light intensity drizzle,1293,23,June,2013,5
267,225,285.7,0.25,0.0,92,Rain,light rain,372,01,June,2013,6
68,194,285.7,0.25,0.0,92,Mist,mist,372,01,June,2013,6
58,248,285.65,0.0,0.0,92,Mist,mist,281,02,June,2013,6
225,191,285.66,0.25,0.0,92,Rain,light rain,382,03,June,2013,6
85,220,285.66,0.25,0.0,92,Mist,mist,382,03,June,2013,6
43,184,285.48,0.3,0.0,90,Rain,moderate rain,812,04,June,2013,6
257,248,285.48,0.3,0.0,90,Mist,mist,812,04,June,2013,6
299,210,285.48,0.3,0.0,90,Drizzle,drizzle,812,04,June,2013,6
32,210,285.4,0.25,0.0,92,Rain,light rain,2749,05,June,2013,6
28,225,285.4,0.25,0.0,92,Mist,mist,2749,05,June,2013,6
105,225,285.38,0.25,0.0,88,Rain,light rain,5791,06,June,2013,6
260,202,285.38,0.25,0.0,88,Mist,mist,5791,06,June,2013,6
250,205,285.38,0.25,0.0,88,Drizzle,light intensity drizzle,5791,06,June,2013,6
54,205,285.49,0.0,0.0,88,Mist,mist,6604,07,June,2013,6
85,199,285.49,0.0,0.0,88,Drizzle,light intensity drizzle,6604,07,June,2013,6
116,212,285.57,0.3,0.0,88,Rain,moderate rain,6219,08,June,2013,6
69,212,285.57,0.3,0.0,88,Drizzle,light intensity drizzle,6219,08,June,2013,6
141,158,285.57,0.3,0.0,88,Mist,mist,6219,08,June,2013,6
166,164,285.67,0.29,0.0,92,Rain,light rain,5050,09,June,2013,6
64,164,285.67,0.29,0.0,92,Mist,mist,5050,09,June,2013,6
195,210,285.67,0.29,0.0,92,Drizzle,light intensity drizzle,5050,09,June,2013,6
184,248,285.89,0.38,0.0,92,Rain,light rain,4610,10,June,2013,6
40,248,285.89,0.38,0.0,92,Mist,mist,4610,10,June,2013,6
164,350,286.11,0.44,0.0,92,Rain,light rain,4925,11,June,2013,6
254,340,286.11,0.44,0.0,92,Mist,mist,4925,11,June,2013,6
39,70,286.38,0.36,0.0,92,Rain,light rain,5181,12,June,2013,6
58,340,286.38,0.36,0.0,92,Mist,mist,5181,12,June,2013,6
179,38,287.13,0.38,0.0,92,Rain,light rain,5139,13,June,2013,6
84,139,287.13,0.38,0.0,92,Mist,mist,5139,13,June,2013,6
215,139,287.12,0.25,0.0,92,Rain,light rain,5666,14,June,2013,6
170,185,287.12,0.25,0.0,92,Mist,mist,5666,14,June,2013,6
158,185,287.82,0.0,0.0,56,Mist,mist,6291,15,June,2013,6
97,185,287.82,0.0,0.0,56,Rain,heavy intensity rain,6291,15,June,2013,6
177,0,287.82,2.16,0.0,56,Rain,heavy intensity rain,6744,16,June,2013,6
198,311,287.82,2.16,0.0,56,Mist,mist,6744,16,June,2013,6
123,311,287.37,3.39,0.0,56,Rain,moderate rain,6419,17,June,2013,6
22,353,287.37,3.39,0.0,56,Mist,mist,6419,17,June,2013,6
175,13,287.17,0.84,0.0,24,Rain,light rain,4919,18,June,2013,6
166,353,287.17,0.84,0.0,24,Mist,mist,4919,18,June,2013,6
190,340,286.98,0.76,0.0,24,Rain,light rain,3557,19,June,2013,6
113,315,286.98,0.76,0.0,24,Mist,mist,3557,19,June,2013,6
120,10,287.01,0.38,0.0,24,Rain,light rain,3143,20,June,2013,6
270,9,287.01,0.38,0.0,24,Mist,mist,3143,20,June,2013,6
157,9,286.67,0.0,0.0,76,Clouds,broken clouds,3146,21,June,2013,6
148,9,286.46,0.0,0.0,76,Clouds,broken clouds,2202,22,June,2013,6
178,33,285.92,0.0,0.0,76,Clouds,broken clouds,1453,23,June,2013,6
65,33,285.18,0.0,0.0,92,Clouds,overcast clouds,453,01,June,2013,7
82,45,284.69,0.0,0.0,92,Mist,mist,321,02,June,2013,7
257,99,284.27,0.25,0.0,68,Rain,light rain,372,03,June,2013,7
189,45,284.27,0.25,0.0,68,Mist,mist,372,03,June,2013,7
100,82,283.87,0.38,0.0,68,Rain,light rain,783,04,June,2013,7
203,82,283.59,0.0,0.0,68,Mist,mist,2535,05,June,2013,7
204,88,283.35,0.25,0.0,92,Rain,light rain,5670,06,June,2013,7
294,107,283.35,0.25,0.0,92,Mist,mist,5670,06,June,2013,7
257,95,283.23,0.25,0.0,92,Rain,light rain,6787,07,June,2013,7
238,161,283.23,0.25,0.0,92,Mist,mist,6787,07,June,2013,7
292,122,283.35,0.25,0.0,92,Rain,light rain,5620,08,June,2013,7
172,118,283.35,0.25,0.0,92,Mist,mist,5620,08,June,2013,7
100,118,283.37,0.25,0.0,68,Rain,light rain,5119,09,June,2013,7
220,159,283.37,0.25,0.0,68,Mist,mist,5119,09,June,2013,7
275,212,283.7,0.25,0.0,68,Rain,light rain,4683,10,June,2013,7
136,0,283.7,0.25,0.0,68,Mist,mist,4683,10,June,2013,7
291,0,284.18,0.0,0.0,68,Mist,mist,5179,11,June,2013,7
80,188,284.85,0.0,0.0,64,Clouds,broken clouds,5595,12,June,2013,7
100,188,285.07,0.25,0.0,64,Rain,light rain,5385,13,June,2013,7
103,123,285.56,0.0,0.0,64,Clouds,broken clouds,5659,14,June,2013,7
85,209,285.99,0.0,0.0,76,Clouds,broken clouds,5905,15,June,2013,7
113,123,286.19,0.0,0.0,76,Clouds,broken clouds,6541,16,June,2013,7
206,58,286.43,0.0,0.0,76,Clouds,broken clouds,5723,17,June,2013,7
193,58,286.47,0.0,0.0,80,Clouds,broken clouds,4693,18,June,2013,7
86,200,286.26,0.0,0.0,80,Clouds,broken clouds,3770,19,June,2013,7
43,240,285.99,0.0,0.0,80,Clouds,broken clouds,3114,20,June,2013,7
131,249,285.73,0.0,0.0,92,Rain,light rain,3331,21,June,2013,7
212,277,285.54,0.0,0.0,92,Rain,light rain,3068,22,June,2013,7
138,321,285.4,0.0,0.0,92,Rain,light rain,2088,23,June,2013,7
222,326,285.15,0.0,0.0,92,Clouds,overcast clouds,870,01,June,2013,8
147,329,285.01,0.0,0.0,92,Clouds,overcast clouds,606,02,June,2013,8
270,326,284.88,0.0,0.0,68,Clouds,broken clouds,414,03,June,2013,8
181,326,284.7,0.0,0.0,68,Clouds,broken clouds,414,04,June,2013,8
156,321,284.49,0.0,0.0,68,Mist,mist,793,05,June,2013,8
158,321,284.5,0.0,0.0,92,Clouds,overcast clouds,1479,06,June,2013,8
38,325,284.8,0.0,0.0,92,Clouds,overcast clouds,2138,07,June,2013,8
111,330,285.06,0.0,0.0,92,Clouds,overcast clouds,2893,08,June,2013,8
263,333,285.61,0.0,0.0,92,Clouds,overcast clouds,3721,09,June,2013,8
283,330,286.38,0.0,0.0,92,Clouds,overcast clouds,3761,10,June,2013,8
58,326,287.42,0.0,0.0,92,Clouds,overcast clouds,4101,11,June,2013,8
198,45,288.41,0.0,0.0,24,Clouds,few clouds,4362,12,June,2013,8
74,339,288.87,0.0,0.0,24,Clouds,few clouds,4442,13,June,2013,8
173,324,289.57,0.0,0.0,24,Clouds,few clouds,4535,14,June,2013,8
233,324,290.12,0.0,0.0,32,Clouds,scattered clouds,4413,15,June,2013,8
16,324,290.52,0.0,0.0,32,Clouds,scattered clouds,4292,16,June,2013,8
70,323,290.62,0.0,0.0,32,Clouds,scattered clouds,4076,17,June,2013,8
201,323,290.8,0.25,0.0,56,Rain,light rain,4058,18,June,2013,8
97,323,290.58,0.0,0.0,56,Clouds,broken clouds,3231,19,June,2013,8
167,326,289.91,0.0,0.0,56,Clouds,broken clouds,3062,20,June,2013,8
282,326,289.11,0.0,0.0,88,Clouds,overcast clouds,3041,21,June,2013,8
291,326,288.12,0.0,0.0,88,Clouds,overcast clouds,3254,22,June,2013,8
154,306,287.35,0.0,0.0,88,Clouds,overcast clouds,2699,23,June,2013,8
183,233,286.14,0.0,0.0,92,Clouds,overcast clouds,1610,01,June,2013,9
117,236,286.1,0.0,0.0,92,Clouds,overcast clouds,1432,02,June,2013,9
153,236,285.97,0.0,0.0,36,Clouds,scattered clouds,930,03,June,2013,9
67,236,286.07,0.0,0.0,36,Clouds,scattered clouds,481,04,June,2013,9
197,212,285.62,0.0,0.0,36,Clouds,scattered clouds,694,05,June,2013,9
29,212,285.18,0.0,0.0,32,Mist,mist,831,06,June,2013,9
221,212,285.45,0.0,0.0,32,Mist,mist,1065,07,June,2013,9
33,201,287.44,0.0,0.0,32,Clouds,scattered clouds,1590,08,June,2013,9
100,191,290.09,0.0,0.0,24,Clouds,few clouds,2326,09,June,2013,9
225,191,291.61,0.0,0.0,24,Clouds,few clouds,3129,10,June,2013,9
61,189,292.46,0.0,0.0,24,Clouds,few clouds,3565,11,June,2013,9
147,189,293.0,0.0,0.0,64,Clouds,broken clouds,3953,12,June,2013,9
162,90,293.25,0.0,0.0,64,Clouds,broken clouds,4112,13,June,2013,9
229,338,293.99,0.0,0.0,64,Clouds,broken clouds,4159,14,June,2013,9
182,292,293.83,0.0,0.0,76,Clouds,broken clouds,4300,15,June,2013,9
10,185,294.18,0.0,0.0,76,Clouds,broken clouds,4117,16,June,2013,9
34,115,294.25,0.0,0.0,76,Clouds,broken clouds,3882,17,June,2013,9
213,187,294.25,0.0,0.0,92,Clouds,overcast clouds,3580,18,June,2013,9
210,187,293.38,0.0,0.0,92,Clouds,overcast clouds,2987,19,June,2013,9
200,165,292.58,0.0,0.0,92,Drizzle,light intensity drizzle,2579,20,June,2013,9
241,165,291.58,0.0,0.0,88,Rain,light rain,2322,21,June,2013,9
229,165,291.58,0.0,0.0,88,Drizzle,light intensity drizzle,2322,21,June,2013,9
75,187,291.14,0.0,0.0,88,Clouds,overcast clouds,1843,22,June,2013,9
33,187,290.51,0.0,0.0,88,Clouds,overcast clouds,1108,23,June,2013,9
100,183,290.02,0.25,0.0,92,Rain,light rain,388,01,June,2013,10
181,183,289.48,0.51,0.0,76,Rain,light rain,292,02,June,2013,10
44,183,288.32,0.69,0.0,68,Rain,light rain,323,03,June,2013,10
43,153,287.58,1.0,0.0,68,Rain,light rain,763,04,June,2013,10
271,180,286.94,1.29,0.0,68,Rain,moderate rain,2717,05,June,2013,10
186,163,286.66,1.34,0.0,92,Rain,moderate rain,5513,06,June,2013,10
153,183,286.71,1.84,0.0,92,Rain,moderate rain,6873,07,June,2013,10
224,227,286.71,1.84,0.0,92,Mist,mist,6873,07,June,2013,10
150,183,286.71,1.84,0.0,92,Drizzle,drizzle,6873,07,June,2013,10
277,55,286.62,1.7,0.0,92,Rain,moderate rain,6013,08,June,2013,10
148,185,286.62,1.7,0.0,92,Mist,mist,6013,08,June,2013,10
56,90,286.66,0.76,0.0,92,Rain,moderate rain,4769,09,June,2013,10
69,90,286.66,0.76,0.0,92,Mist,mist,4769,09,June,2013,10
58,174,286.81,0.47,0.0,92,Rain,light rain,4245,10,June,2013,10
61,174,286.81,0.47,0.0,92,Mist,mist,4245,10,June,2013,10
70,131,286.81,0.47,0.0,92,Drizzle,drizzle,4245,10,June,2013,10
223,179,287.4,0.76,0.0,92,Rain,light rain,4688,11,June,2013,10
104,171,287.68,0.25,0.0,92,Rain,light rain,4872,12,June,2013,10
129,114,287.94,1.41,0.0,92,Rain,moderate rain,4904,13,June,2013,10
228,179,287.94,1.41,0.0,92,Mist,mist,4904,13,June,2013,10
49,179,287.71,1.44,0.0,92,Rain,moderate rain,5162,14,June,2013,10
241,90,287.71,1.44,0.0,92,Mist,mist,5162,14,June,2013,10
220,185,287.71,1.44,0.0,92,Drizzle,light intensity drizzle,5162,14,June,2013,10
47,256,288.14,0.7,0.0,92,Rain,moderate rain,5859,15,June,2013,10
220,184,288.14,0.7,0.0,92,Mist,mist,5859,15,June,2013,10
92,184,288.88,0.25,0.0,92,Rain,light rain,6522,16,June,2013,10
127,97,288.88,0.25,0.0,92,Mist,mist,6522,16,June,2013,10
36,181,290.16,0.0,0.0,92,Rain,light rain,6162,17,June,2013,10
218,170,291.26,3.18,0.0,88,Rain,moderate rain,4357,18,June,2013,10
134,90,291.75,0.0,0.0,88,Rain,light rain,3217,19,June,2013,10
285,194,291.26,0.0,0.0,88,Rain,light rain,2838,20,June,2013,10
81,194,290.51,0.0,0.0,92,Rain,light rain,2727,21,June,2013,10
67,194,289.68,0.0,0.0,92,Rain,light rain,1826,22,June,2013,10
128,190,289.3,0.0,0.0,92,Mist,mist,1175,23,June,2013,10
96,190,288.77,0.25,0.0,68,Rain,light rain,378,01,June,2013,11
108,187,288.77,0.25,0.0,68,Mist,mist,378,01,June,2013,11
133,187,288.3,0.0,0.0,68,Fog,fog,284,02,June,2013,11
16,187,288.3,0.0,0.0,68,Mist,mist,284,02,June,2013,11
143,178,288.28,0.0,0.0,68,Mist,mist,345,03,June,2013,11
292,178,288.37,0.25,0.0,68,Rain,light rain,786,04,June,2013,11
11,178,288.37,0.25,0.0,68,Mist,mist,786,04,June,2013,11
169,168,288.26,0.25,0.0,68,Rain,light rain,2839,05,June,2013,11
166,168,288.26,0.25,0.0,68,Mist,mist,2839,05,June,2013,11
235,168,288.74,0.0,0.0,36,Mist,mist,6738,07,June,2013,11
152,173,288.74,0.0,0.0,36,Fog,fog,6738,07,June,2013,11
275,173,289.4,0.0,0.0,36,Mist,mist,6171,08,June,2013,11
275,173,289.4,0.0,0.0,36,Fog,fog,6171,08,June,2013,11
46,192,289.78,0.0,0.0,20,Mist,mist,5036,09,June,2013,11
297,180,289.92,0.0,0.0,20,Mist,mist,4509,10,June,2013,11
82,180,290.97,0.0,0.0,20,Mist,mist,4774,11,June,2013,11
25,183,290.97,0.0,0.0,20,Haze,haze,4774,11,June,2013,11
92,183,291.65,0.0,0.0,44,Haze,haze,5173,12,June,2013,11
183,183,291.65,0.0,0.0,44,Mist,mist,5173,12,June,2013,11
85,183,292.55,0.0,0.0,44,Haze,haze,4994,13,June,2013,11
60,186,293.78,0.0,0.0,44,Clouds,scattered clouds,5387,14,June,2013,11
195,185,295.02,0.0,0.0,48,Clouds,scattered clouds,5969,15,June,2013,11
14,188,295.7,0.0,0.0,48,Clouds,scattered clouds,6684,16,June,2013,11
271,183,296.3,0.0,0.0,48,Clouds,scattered clouds,6651,17,June,2013,11
188,187,296.4,0.25,0.0,0,Rain,light rain,4777,18,June,2013,11
151,185,296.46,0.0,0.0,0,Clear,Sky is Clear,3188,19,June,2013,11
277,179,295.48,0.0,0.0,0,Clear,Sky is Clear,2940,20,June,2013,11
123,248,294.22,0.0,0.0,0,Clear,Sky is Clear,2545,21,June,2013,11
189,244,291.95,0.0,0.0,0,Clear,Sky is Clear,2078,22,June,2013,11
77,244,290.31,0.0,0.0,0,Clear,Sky is Clear,1255,23,June,2013,11
68,54,289.06,0.0,0.0,8,Mist,mist,377,01,June,2013,12
283,83,288.49,0.0,0.0,0,Mist,mist,266,02,June,2013,12
40,112,287.57,0.0,0.0,12,Mist,mist,360,03,June,2013,12
44,112,286.91,0.0,0.0,12,Mist,mist,789,04,June,2013,12
269,112,286.91,0.0,0.0,12,Fog,fog,789,04,June,2013,12
18,180,286.43,0.25,0.0,12,Rain,light rain,2751,05,June,2013,12
118,166,286.43,0.25,0.0,12,Mist,mist,2751,05,June,2013,12
152,166,286.66,0.0,0.0,12,Mist,mist,5963,06,June,2013,12
51,166,286.66,0.0,0.0,12,Fog,fog,5963,06,June,2013,12
196,164,288.29,0.0,0.0,12,Mist,mist,6535,07,June,2013,12
94,164,290.04,0.0,0.0,12,Mist,mist,6060,08,June,2013,12
210,164,290.99,0.25,0.0,12,Rain,light rain,4962,09,June,2013,12
297,184,290.99,0.25,0.0,12,Mist,mist,4962,09,June,2013,12
270,203,292.09,0.25,0.0,12,Rain,light rain,4226,10,June,2013,12
168,182,293.25,0.0,0.0,12,Clouds,few clouds,4308,11,June,2013,12
162,195,294.64,0.51,0.0,36,Rain,light rain,4989,12,June,2013,12
193,209,295.1,0.38,0.0,36,Rain,light rain,5050,13,June,2013,12
266,195,296.44,0.0,0.0,36,Clouds,scattered clouds,5287,14,June,2013,12
76,182,296.55,0.0,0.0,36,Rain,light rain,5948,15,June,2013,12
222,0,296.57,0.0,0.0,36,Clouds,scattered clouds,6759,16,June,2013,12
229,182,296.44,0.0,0.0,36,Rain,light rain,6396,17,June,2013,12
233,179,296.49,0.0,0.0,0,Clear,Sky is Clear,4851,18,June,2013,12
103,179,296.58,0.25,0.0,0,Rain,light rain,3342,19,June,2013,12
68,179,296.06,0.0,0.0,0,Clear,Sky is Clear,3002,20,June,2013,12
187,163,295.07,0.0,0.0,64,Clouds,broken clouds,2799,21,June,2013,12
299,163,293.81,0.0,0.0,64,Clouds,broken clouds,2179,22,June,2013,12
121,163,292.36,0.0,0.0,64,Clouds,broken clouds,1216,23,June,2013,12
169,170,291.34,0.38,0.0,32,Rain,light rain,456,01,June,2013,13
273,182,291.34,0.38,0.0,32,Thunderstorm,thunderstorm,456,01,June,2013,13
172,182,291.34,0.38,0.0,32,Mist,mist,456,01,June,2013,13
289,182,291.32,0.61,0.0,32,Rain,light rain,328,02,June,2013,13
12,200,291.32,0.61,0.0,32,Thunderstorm,proximity thunderstorm,328,02,June,2013,13
90,200,290.89,0.64,0.0,24,Rain,light rain,398,03,June,2013,13
188,200,290.89,0.64,0.0,24,Thunderstorm,proximity thunderstorm,398,03,June,2013,13
103,219,290.84,0.64,0.0,24,Rain,light rain,809,04,June,2013,13
226,219,290.84,0.64,0.0,24,Mist,mist,809,04,June,2013,13
31,219,289.96,1.02,0.0,80,Rain,moderate rain,5865,06,June,2013,13
135,238,289.96,1.02,0.0,80,Thunderstorm,proximity thunderstorm,5865,06,June,2013,13
277,231,290.46,0.38,0.0,80,Rain,light rain,6535,07,June,2013,13
152,225,290.9,5.42,0.0,80,Rain,heavy intensity rain,6172,08,June,2013,13
277,212,290.41,8.64,0.0,92,Rain,heavy intensity rain,5144,09,June,2013,13
112,112,290.41,8.64,0.0,92,Mist,mist,5144,09,June,2013,13
65,251,290.41,8.64,0.0,92,Thunderstorm,thunderstorm with heavy rain,5144,09,June,2013,13
236,196,290.14,5.74,0.0,92,Rain,heavy intensity rain,4634,10,June,2013,13
115,188,290.14,5.74,0.0,92,Mist,mist,4634,10,June,2013,13
153,181,290.14,5.74,0.0,92,Thunderstorm,proximity thunderstorm with rain,4634,10,June,2013,13
42,229,289.64,4.98,0.0,92,Rain,heavy intensity rain,5088,11,June,2013,13
126,229,289.64,4.98,0.0,92,Thunderstorm,thunderstorm with heavy rain,5088,11,June,2013,13
180,229,289.64,4.98,0.0,92,Mist,mist,5088,11,June,2013,13
27,221,290.05,3.65,0.0,100,Rain,moderate rain,5126,12,June,2013,13
245,221,290.05,3.65,0.0,100,Thunderstorm,thunderstorm with rain,5126,12,June,2013,13
177,221,290.05,3.65,0.0,100,Mist,mist,5126,12,June,2013,13
164,210,291.25,1.02,0.0,100,Rain,moderate rain,5357,13,June,2013,13
249,210,291.79,0.68,0.0,100,Rain,light rain,5640,14,June,2013,13
127,210,293.02,0.46,0.0,76,Rain,light rain,6085,15,June,2013,13
90,228,294.18,0.42,0.0,76,Rain,light rain,6517,16,June,2013,13
177,228,295.07,0.25,0.0,76,Rain,light rain,6295,17,June,2013,13
182,228,295.61,0.25,0.0,48,Rain,light rain,4885,18,June,2013,13
227,230,294.9,0.0,0.0,90,Rain,light rain,3487,19,June,2013,13
237,230,294.9,0.0,0.0,90,Drizzle,light intensity drizzle,3487,19,June,2013,13
200,90,293.87,0.0,0.0,12,Clouds,few clouds,3122,21,June,2013,13
235,157,292.92,0.25,0.0,12,Rain,light rain,2452,22,June,2013,13
177,90,292.68,0.0,0.0,12,Clouds,few clouds,1513,23,June,2013,13
202,265,291.45,0.0,0.0,32,Clouds,scattered clouds,501,01,June,2013,14
10,243,290.26,0.0,0.0,32,Clouds,scattered clouds,382,02,June,2013,14
18,186,289.24,0.0,0.0,0,Clear,Sky is Clear,398,03,June,2013,14
84,240,288.07,0.0,0.0,0,Clear,Sky is Clear,755,04,June,2013,14
152,227,287.51,0.0,0.0,0,Clear,Sky is Clear,2634,05,June,2013,14
203,240,287.0,0.0,0.0,0,Clear,Sky is Clear,5575,06,June,2013,14
19,225,287.64,0.0,0.0,0,Clear,Sky is Clear,6651,07,June,2013,14
148,225,289.4,0.0,0.0,0,Clear,Sky is Clear,5588,08,June,2013,14
39,148,291.19,0.0,0.0,0,Clear,Sky is Clear,4995,09,June,2013,14
288,223,292.27,0.0,0.0,0,Clear,Sky is Clear,4639,10,June,2013,14
287,223,293.84,0.0,0.0,0,Clear,Sky is Clear,5187,11,June,2013,14
51,223,295.52,0.0,0.0,0,Clear,Sky is Clear,5663,12,June,2013,14
237,185,296.57,0.0,0.0,0,Clear,Sky is Clear,5457,13,June,2013,14
294,185,297.25,0.0,0.0,0,Clear,Sky is Clear,5651,14,June,2013,14
210,192,297.46,0.0,0.0,0,Clear,Sky is Clear,5939,15,June,2013,14
219,199,298.16,0.0,0.0,0,Clear,Sky is Clear,6354,16,June,2013,14
187,199,298.15,0.0,0.0,0,Clear,Sky is Clear,5508,17,June,2013,14
95,199,297.88,0.0,0.0,0,Clear,Sky is Clear,4628,18,June,2013,14
57,209,297.61,0.0,0.0,0,Clear,Sky is Clear,3629,19,June,2013,14
215,209,296.78,0.0,0.0,40,Clouds,scattered clouds,3286,20,June,2013,14
200,209,294.87,0.0,0.0,0,Clear,Sky is Clear,3342,21,June,2013,14
25,217,292.0,0.0,0.0,0,Clear,Sky is Clear,2967,22,June,2013,14
137,217,290.62,0.0,0.0,0,Clear,Sky is Clear,2082,23,June,2013,14
139,226,290.01,0.0,0.0,0,Clear,Sky is Clear,723,01,June,2013,15
174,226,289.4,0.0,0.0,0,Clear,Sky is Clear,565,02,June,2013,15
102,165,288.51,0.0,0.0,0,Clear,Sky is Clear,389,03,June,2013,15
288,90,287.52,0.0,0.0,0,Clear,Sky is Clear,415,04,June,2013,15
222,165,286.84,0.0,0.0,0,Clear,Sky is Clear,766,05,June,2013,15
150,160,287.77,0.0,0.0,68,Clouds,broken clouds,1456,06,June,2013,15
124,185,288.75,0.0,0.0,68,Clouds,broken clouds,2036,07,June,2013,15
16,133,290.39,0.0,0.0,68,Clouds,broken clouds,2685,08,June,2013,15
65,238,291.57,0.0,0.0,68,Clouds,broken clouds,3557,09,June,2013,15
201,188,293.34,0.0,0.0,68,Clouds,broken clouds,4067,10,June,2013,15
31,230,295.34,0.0,0.0,68,Clouds,broken clouds,4256,11,June,2013,15
89,112,296.31,0.0,0.0,44,Clouds,scattered clouds,4761,12,June,2013,15
293,256,297.1,0.0,0.0,44,Clouds,scattered clouds,4676,13,June,2013,15
112,256,296.48,0.0,0.0,44,Clouds,scattered clouds,4715,14,June,2013,15
226,256,297.1,0.0,0.0,44,Clouds,scattered clouds,4286,15,June,2013,15
151,292,298.29,0.0,0.0,44,Clouds,scattered clouds,4509,16,June,2013,15
94,68,298.29,0.0,0.0,44,Clouds,scattered clouds,4200,17,June,2013,15
86,292,298.3,0.0,0.0,20,Clouds,few clouds,3651,18,June,2013,15
267,224,297.53,0.0,0.0,20,Clouds,few clouds,3137,19,June,2013,15
237,90,296.78,0.0,0.0,20,Clouds,few clouds,2835,20,June,2013,15
87,248,296.36,0.0,0.0,48,Clouds,scattered clouds,2965,21,June,2013,15
171,297,295.75,0.0,0.0,48,Clouds,scattered clouds,2856,22,June,2013,15
91,297,295.29,0.0,0.0,48,Clouds,scattered clouds,2137,23,June,2013,15
60,344,293.34,1.52,0.0,88,Rain,moderate rain,828,01,June,2013,16
173,331,292.7,0.89,0.0,88,Rain,light rain,674,02,June,2013,16
