date_time,is_holiday,air_pollution_index,wind_direction,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume
2013-06-24 13:00:00,None,226,68,297.85,0.0,0.0,0,Clear,Sky is Clear,5053
2013-06-24 14:00:00,None,255,20,299.0,0.0,0.0,0,Clear,Sky is Clear,5457
2013-06-24 15:00:00,None,240,336,300.11,0.0,0.0,75,Clouds,broken clouds,5656
2013-06-24 16:00:00,None,264,320,300.97,0.0,0.0,36,Clouds,scattered clouds,6366
2013-06-24 17:00:00,None,212,359,300.53,0.25,0.0,36,Rain,light rain,5918
2013-06-24 18:00:00,None,153,359,300.19,0.0,0.0,76,Clouds,broken clouds,4396
2013-06-24 19:00:00,None,16,5,299.83,0.0,0.0,76,Clouds,broken clouds,3277
2013-06-24 20:00:00,None,110,5,299.21,0.0,0.0,76,Clouds,broken clouds,2883
2013-06-24 21:00:00,None,237,225,297.52,0.0,0.0,56,Rain,light rain,2473
2013-06-24 22:00:00,None,112,10,295.33,0.0,0.0,56,Rain,light rain,1853
2013-06-24 23:00:00,None,101,340,294.28,0.0,0.0,56,Rain,light rain,1116
2013-06-25 00:00:00,None,287,10,293.48,0.0,0.0,44,Clouds,scattered clouds,602
2013-06-25 01:00:00,None,196,37,292.84,0.0,0.0,0,Clear,Sky is Clear,377
2013-06-25 02:00:00,None,155,20,292.32,0.0,0.0,0,Clear,Sky is Clear,278
2013-06-25 03:00:00,None,276,353,291.74,0.0,0.0,0,Clear,Sky is Clear,370
2013-06-25 04:00:00,None,128,6,290.55,0.0,0.0,0,Mist,mist,830
2013-06-25 05:00:00,None,273,320,290.11,0.0,0.0,0,Clear,Sky is Clear,2929
2013-06-25 06:00:00,None,285,6,290.26,0.0,0.0,0,Fog,fog,6386
2013-06-25 06:00:00,None,212,345,290.26,0.0,0.0,0,Mist,mist,6386
2013-06-25 07:00:00,None,68,241,291.36,0.0,0.0,0,Mist,mist,6483
2013-06-25 08:00:00,None,162,345,293.71,0.0,0.0,0,Clear,Sky is Clear,6266
2013-06-25 09:00:00,None,195,330,296.05,0.0,0.0,0,Clear,Sky is Clear,5473
2013-06-25 10:00:00,None,124,180,298.16,0.0,0.0,0,Clear,Sky is Clear,4698
2013-06-25 11:00:00,None,284,332,298.96,0.0,0.0,0,Clear,Sky is Clear,5076
2013-06-25 12:00:00,None,245,331,300.1,0.0,0.0,0,Clear,Sky is Clear,5341
2013-06-25 13:00:00,None,75,331,300.02,0.0,0.0,0,Clear,Sky is Clear,5382
2013-06-25 14:00:00,None,272,331,299.01,3.81,0.0,0,Rain,moderate rain,5697
2013-06-25 14:00:00,None,60,331,299.01,3.81,0.0,0,Thunderstorm,proximity thunderstorm,5697
2013-06-25 15:00:00,None,241,331,298.53,0.0,0.0,12,Rain,light rain,6214
2013-06-25 16:00:00,None,22,331,298.64,0.0,0.0,75,Clouds,broken clouds,6724
2013-06-25 17:00:00,None,29,352,297.55,0.0,0.0,12,Clouds,few clouds,6261
2013-06-25 18:00:00,None,222,352,298.06,0.0,0.0,32,Clouds,scattered clouds,4533
2013-06-25 19:00:00,None,279,352,297.69,0.0,0.0,32,Clouds,scattered clouds,3442
2013-06-25 20:00:00,None,49,350,297.08,0.0,0.0,32,Clouds,scattered clouds,3080
2013-06-25 21:00:00,None,144,359,296.2,0.0,0.0,44,Rain,moderate rain,2764
2013-06-25 22:00:00,None,271,350,295.28,0.0,0.0,44,Rain,moderate rain,2016
2013-06-25 23:00:00,None,190,299,294.34,0.0,0.0,44,Rain,moderate rain,1195
2013-06-26 00:00:00,None,236,347,293.29,0.0,0.0,20,Clouds,few clouds,675
2013-06-26 01:00:00,None,274,347,292.97,0.0,0.0,0,Clear,Sky is Clear,412
2013-06-26 02:00:00,None,115,343,292.45,0.0,0.0,0,Clear,Sky is Clear,308
2013-06-26 03:00:00,None,105,343,291.94,0.0,0.0,36,Clouds,scattered clouds,370
2013-06-26 04:00:00,None,132,343,291.87,0.0,0.0,36,Clouds,scattered clouds,798
2013-06-26 05:00:00,None,286,338,291.49,0.0,0.0,36,Mist,mist,2993
2013-06-26 06:00:00,None,46,338,291.13,0.0,0.0,92,Clouds,overcast clouds,6134
2013-06-26 07:00:00,None,277,338,291.88,0.0,0.0,92,Clouds,overcast clouds,6605
2013-06-26 08:00:00,None,207,292,292.94,0.0,0.0,92,Clouds,overcast clouds,5378
2013-06-26 09:00:00,None,264,360,295.01,0.0,0.0,36,Clouds,scattered clouds,5692
2013-06-26 10:00:00,None,24,307,296.85,0.0,0.0,36,Clouds,scattered clouds,4904
2013-06-26 11:00:00,None,94,254,298.09,0.0,0.0,36,Clouds,scattered clouds,5192
2013-06-26 12:00:00,None,101,349,299.48,0.0,0.0,36,Clouds,scattered clouds,5347
2013-06-26 13:00:00,None,109,360,299.8,0.0,0.0,36,Clouds,scattered clouds,5303
2013-06-26 14:00:00,None,183,274,301.13,0.0,0.0,36,Clouds,scattered clouds,5866
2013-06-26 15:00:00,None,224,268,301.66,0.0,0.0,48,Clouds,scattered clouds,5941
2013-06-26 16:00:00,None,95,315,301.91,0.0,0.0,48,Clouds,scattered clouds,6400
2013-06-26 17:00:00,None,91,360,302.17,0.0,0.0,48,Clouds,scattered clouds,5992
2013-06-26 18:00:00,None,126,329,302.26,0.0,0.0,80,Clouds,broken clouds,4663
2013-06-26 19:00:00,None,176,14,301.22,0.0,0.0,80,Clouds,broken clouds,3664
2013-06-26 20:00:00,None,251,308,301.06,0.0,0.0,80,Clouds,broken clouds,3193
2013-06-26 21:00:00,None,287,308,299.54,0.0,0.0,56,Clouds,broken clouds,2970
2013-06-26 22:00:00,None,143,281,298.37,0.0,0.0,56,Clouds,broken clouds,2205
2013-06-26 23:00:00,None,189,281,297.76,0.0,0.0,56,Clouds,broken clouds,1403
2013-06-27 00:00:00,None,174,281,297.1,0.0,0.0,76,Clouds,broken clouds,713
2013-06-27 01:00:00,None,221,281,296.78,0.0,0.0,76,Clouds,broken clouds,488
2013-06-27 02:00:00,None,15,274,296.59,0.0,0.0,0,Clear,Sky is Clear,336
2013-06-27 03:00:00,None,82,274,296.34,0.0,0.0,48,Clouds,scattered clouds,367
2013-06-27 04:00:00,None,86,274,295.89,0.0,0.0,48,Mist,mist,870
2013-06-27 05:00:00,None,292,243,295.66,0.0,0.0,75,Mist,mist,2961
2013-06-27 06:00:00,None,224,243,295.47,0.0,0.0,88,Mist,mist,6054
2013-06-27 07:00:00,None,174,243,295.55,0.0,0.0,88,Clouds,overcast clouds,5952
2013-06-27 08:00:00,None,183,187,296.78,0.0,0.0,88,Mist,mist,6208
2013-06-27 09:00:00,None,107,187,297.81,0.0,0.0,44,Mist,mist,5572
2013-06-27 10:00:00,None,34,187,298.61,0.0,0.0,44,Clouds,scattered clouds,4801
2013-06-27 11:00:00,None,160,184,300.29,0.0,0.0,44,Haze,haze,5139
2013-06-27 13:00:00,None,229,184,300.64,1.02,0.0,44,Rain,moderate rain,5306
2013-06-27 14:00:00,None,163,185,300.96,5.84,0.0,44,Rain,heavy intensity rain,5849
2013-06-27 14:00:00,None,85,186,300.96,5.84,0.0,44,Thunderstorm,thunderstorm with heavy rain,5849
2013-06-27 15:00:00,None,240,208,302.46,0.0,0.0,12,Rain,moderate rain,6112
2013-06-27 16:00:00,None,12,165,303.25,0.0,0.0,12,Rain,moderate rain,6337
2013-06-27 17:00:00,None,82,176,302.61,0.0,0.0,12,Rain,moderate rain,5920
2013-06-27 18:00:00,None,120,170,302.44,0.0,0.0,0,Rain,light rain,5163
2013-06-27 19:00:00,None,81,170,301.84,0.0,0.0,0,Rain,light rain,3771
2013-06-27 20:00:00,None,264,160,300.41,0.0,0.0,0,Rain,light rain,3346
2013-06-27 21:00:00,None,227,160,298.9,0.0,0.0,12,Clouds,few clouds,3146
2013-06-27 22:00:00,None,217,160,297.62,0.0,0.0,12,Clouds,few clouds,2449
2013-06-27 23:00:00,None,258,198,296.69,0.0,0.0,12,Clouds,few clouds,1427
2013-06-28 00:00:00,None,299,198,295.66,0.0,0.0,8,Clear,sky is clear,792
2013-06-28 01:00:00,None,74,198,294.36,0.0,0.0,32,Clouds,scattered clouds,497
2013-06-28 02:00:00,None,294,223,293.46,0.0,0.0,32,Clouds,scattered clouds,370
2013-06-28 03:00:00,None,13,183,292.69,0.0,0.0,48,Clouds,scattered clouds,378
2013-06-28 04:00:00,None,205,183,293.26,0.0,0.0,48,Clouds,scattered clouds,785
2013-06-28 05:00:00,None,128,164,293.51,0.0,0.0,48,Clouds,scattered clouds,2746
2013-06-28 06:00:00,None,199,164,294.55,0.0,0.0,12,Clouds,few clouds,5365
2013-06-28 07:00:00,None,175,164,294.93,0.0,0.0,12,Clouds,few clouds,6507
2013-06-28 08:00:00,None,241,180,295.89,0.0,0.0,12,Clouds,few clouds,5678
2013-06-28 09:00:00,None,139,178,298.01,0.0,0.0,0,Clear,Sky is Clear,5274
2013-06-28 10:00:00,None,101,178,299.68,0.0,0.0,1,Clear,sky is clear,4816
2013-06-28 11:00:00,None,134,178,300.15,0.0,0.0,1,Clear,sky is clear,5301
2013-06-28 13:00:00,None,216,178,301.94,0.0,0.0,0,Clear,Sky is Clear,5602
2013-06-28 14:00:00,None,123,178,302.36,0.0,0.0,0,Clear,Sky is Clear,6112
2013-06-28 15:00:00,None,110,188,302.7,0.25,0.0,0,Rain,light rain,6134
2013-06-28 16:00:00,None,41,188,302.59,0.0,0.0,0,Clear,Sky is Clear,6277
2013-06-28 17:00:00,None,140,188,302.26,0.0,0.0,0,Clear,Sky is Clear,5628
2013-06-28 18:00:00,None,26,212,302.04,0.25,0.0,12,Rain,light rain,4742
2013-06-28 19:00:00,None,257,212,301.41,0.25,0.0,12,Rain,light rain,3767
2013-06-28 20:00:00,None,73,212,300.46,0.25,0.0,12,Rain,light rain,3147
2013-06-28 21:00:00,None,87,208,299.29,0.25,0.0,0,Rain,light rain,3143
2013-06-28 22:00:00,None,209,208,297.18,0.0,0.0,0,Clear,Sky is Clear,3000
2013-06-28 23:00:00,None,50,208,296.33,0.0,0.0,0,Clear,Sky is Clear,1962
2013-06-29 00:00:00,None,267,283,295.8,0.0,0.0,0,Clear,Sky is Clear,1164
2013-06-29 01:00:00,None,190,283,295.0,0.0,0.0,0,Clear,Sky is Clear,779
2013-06-29 02:00:00,None,299,283,293.92,0.25,0.0,0,Rain,light rain,627
2013-06-29 03:00:00,None,134,178,293.37,0.0,0.0,0,Clear,Sky is Clear,410
2013-06-29 04:00:00,None,121,178,293.12,0.25,0.0,0,Rain,light rain,411
2013-06-29 05:00:00,None,244,178,292.94,0.0,0.0,0,Clear,Sky is Clear,877
2013-06-29 06:00:00,None,211,253,292.7,0.0,0.0,0,Clear,Sky is Clear,1452
2013-06-29 07:00:00,None,49,253,293.31,0.25,0.0,0,Rain,light rain,1964
2013-06-29 08:00:00,None,208,253,294.2,0.0,0.0,0,Clear,Sky is Clear,2801
2013-06-29 09:00:00,None,135,337,294.27,0.0,0.0,36,Clouds,scattered clouds,3627
2013-06-29 10:00:00,None,83,301,294.47,0.0,0.0,36,Clouds,scattered clouds,4024
2013-06-29 11:00:00,None,188,301,294.85,0.0,0.0,36,Clouds,scattered clouds,4461
2013-06-29 12:00:00,None,14,316,295.19,0.0,0.0,88,Clouds,overcast clouds,4800
2013-06-29 13:00:00,None,127,316,295.42,0.0,0.0,88,Clouds,overcast clouds,5001
2013-06-29 14:00:00,None,241,316,296.63,0.0,0.0,88,Clouds,overcast clouds,5234
2013-06-29 15:00:00,None,158,306,297.8,0.0,0.0,92,Clouds,overcast clouds,4623
2013-06-29 16:00:00,None,210,285,297.85,0.0,0.0,92,Clouds,overcast clouds,4450
2013-06-29 17:00:00,None,40,300,297.69,1.02,0.0,92,Rain,moderate rain,4270
2013-06-29 18:00:00,None,246,280,297.26,0.0,0.0,92,Clouds,overcast clouds,4198
2013-06-29 19:00:00,None,164,290,294.29,3.56,0.0,92,Rain,moderate rain,3667
2013-06-29 20:00:00,None,207,280,293.07,0.0,0.0,88,Thunderstorm,proximity thunderstorm,3250
2013-06-29 20:00:00,None,116,270,293.07,0.0,0.0,88,Rain,light rain,3250
2013-06-29 22:00:00,None,168,280,292.92,0.0,0.0,88,Clouds,overcast clouds,3309
2013-06-29 23:00:00,None,178,291,292.41,0.0,0.0,88,Rain,moderate rain,2463
2013-06-30 00:00:00,None,267,289,291.63,0.0,0.0,92,Rain,light rain,1556
2013-06-30 01:00:00,None,71,289,291.54,0.0,0.0,92,Rain,light rain,887
2013-06-30 02:00:00,None,158,289,291.5,0.0,0.0,92,Rain,light rain,734
2013-06-30 03:00:00,None,171,280,291.57,0.25,0.0,92,Rain,light rain,391
2013-06-30 04:00:00,None,95,280,291.24,7.37,0.0,90,Rain,heavy intensity rain,354
2013-06-30 04:00:00,None,22,280,291.24,7.37,0.0,90,Mist,mist,354
2013-06-30 04:00:00,None,284,252,291.24,7.37,0.0,90,Thunderstorm,proximity thunderstorm,354
2013-06-30 05:00:00,None,133,252,290.49,2.54,0.0,90,Rain,heavy intensity rain,520
2013-06-30 05:00:00,None,113,252,290.49,2.54,0.0,90,Mist,mist,520
2013-06-30 06:00:00,None,58,244,289.88,1.35,0.0,90,Rain,moderate rain,905
2013-06-30 06:00:00,None,12,244,289.88,1.35,0.0,90,Mist,mist,905
2013-06-30 06:00:00,None,259,244,289.88,1.35,0.0,90,Drizzle,light intensity drizzle,905
2013-06-30 07:00:00,None,262,289,289.8,0.51,0.0,90,Rain,light rain,1170
2013-06-30 07:00:00,None,220,216,289.8,0.51,0.0,90,Drizzle,drizzle,1170
2013-06-30 08:00:00,None,80,289,289.88,0.0,0.0,68,Rain,light rain,1973
2013-06-30 09:00:00,None,280,326,290.57,0.0,0.0,90,Clouds,overcast clouds,3245
2013-06-30 10:00:00,None,47,292,292.08,0.0,0.0,80,Rain,light rain,4123
2013-06-30 11:00:00,None,162,188,294.19,0.0,0.0,80,Rain,light rain,4174
2013-06-30 12:00:00,None,224,126,295.18,0.0,0.0,32,Clouds,scattered clouds,4323
2013-06-30 13:00:00,None,19,305,295.8,0.0,0.0,32,Clouds,scattered clouds,4306
2013-06-30 14:00:00,None,109,305,296.81,0.0,0.0,32,Clouds,scattered clouds,4368
2013-06-30 15:00:00,None,243,311,296.95,0.0,0.0,44,Clouds,scattered clouds,4397
2013-06-30 16:00:00,None,208,311,297.06,0.0,0.0,44,Clouds,scattered clouds,4452
2013-06-30 17:00:00,None,183,311,297.14,0.0,0.0,44,Clouds,scattered clouds,4162
2013-06-30 18:00:00,None,226,262,296.97,0.0,0.0,68,Clouds,broken clouds,3923
2013-06-30 19:00:00,None,49,262,296.17,0.0,0.0,68,Clouds,broken clouds,3289
2013-06-30 20:00:00,None,195,262,294.91,0.0,0.0,68,Clouds,broken clouds,3065
2013-06-30 21:00:00,None,289,230,293.92,0.0,0.0,68,Clouds,broken clouds,2892
2013-06-30 22:00:00,None,78,336,292.78,0.0,0.0,68,Clouds,broken clouds,2131
2013-06-30 23:00:00,None,258,311,291.17,0.0,0.0,68,Clouds,broken clouds,1389
2013-07-01 00:00:00,None,94,322,289.58,0.0,0.0,8,Clear,sky is clear,791
2013-07-01 01:00:00,None,177,311,288.22,0.0,0.0,12,Clouds,few clouds,444
2013-07-01 02:00:00,None,38,352,287.66,0.0,0.0,12,Clouds,few clouds,401
2013-07-01 03:00:00,None,46,351,286.92,0.0,0.0,68,Clouds,broken clouds,341
2013-07-01 04:00:00,None,29,3,286.91,0.0,0.0,68,Clouds,broken clouds,828
2013-07-01 05:00:00,None,155,360,286.25,0.0,0.0,68,Clouds,broken clouds,2815
2013-07-01 06:00:00,None,269,354,286.46,0.0,0.0,1,Clear,sky is clear,5880
2013-07-01 07:00:00,None,148,274,289.15,0.0,0.0,75,Clouds,broken clouds,6783
2013-07-01 08:00:00,None,264,354,291.59,0.0,0.0,1,Clear,sky is clear,5742
2013-07-01 09:00:00,None,95,318,294.15,0.0,0.0,1,Clear,sky is clear,4764
2013-07-01 10:00:00,None,61,333,295.6,0.0,0.0,1,Clear,sky is clear,4669
2013-07-01 11:00:00,None,151,345,297.15,0.0,0.0,1,Clear,sky is clear,4863
2013-07-01 12:00:00,None,131,339,298.15,0.0,0.0,1,Clear,sky is clear,5184
2013-07-01 13:00:00,None,160,339,299.15,0.0,0.0,1,Clear,sky is clear,5154
2013-07-01 14:00:00,None,157,339,300.15,0.0,0.0,40,Clouds,scattered clouds,5408
2013-07-01 15:00:00,None,92,345,300.15,0.0,0.0,1,Clear,sky is clear,4874
2013-07-01 16:00:00,None,158,345,300.15,0.0,0.0,1,Clear,sky is clear,6378
2013-07-01 17:00:00,None,179,345,300.15,0.0,0.0,1,Clear,sky is clear,5827
2013-07-01 18:00:00,None,279,339,299.16,0.0,0.0,75,Clouds,broken clouds,4646
2013-07-01 19:00:00,None,237,339,299.15,0.0,0.0,40,Clouds,scattered clouds,3369
2013-07-01 20:00:00,None,14,339,297.86,0.0,0.0,1,Clear,sky is clear,2917
2013-07-01 21:00:00,None,161,6,293.81,0.0,0.0,1,Clear,sky is clear,2524
2013-07-01 22:00:00,None,230,6,291.81,0.0,0.0,1,Clear,sky is clear,1862
2013-07-01 23:00:00,None,166,6,291.14,0.0,0.0,1,Clear,sky is clear,1250
2013-07-02 00:00:00,None,267,8,290.47,0.0,0.0,1,Clear,sky is clear,602
2013-07-02 01:00:00,None,15,8,289.81,0.0,0.0,1,Clear,sky is clear,448
2013-07-02 02:00:00,None,299,8,288.81,0.0,0.0,1,Clear,sky is clear,333
2013-07-02 03:00:00,None,213,4,288.82,0.0,0.0,1,Clear,sky is clear,357
2013-07-02 04:00:00,None,287,4,288.49,0.0,0.0,40,Clouds,scattered clouds,806
2013-07-02 05:00:00,None,143,1,288.81,0.0,0.0,40,Clouds,scattered clouds,2952
2013-07-02 06:00:00,None,86,341,289.49,0.0,0.0,1,Clear,sky is clear,6080
2013-07-02 07:00:00,None,125,315,291.65,0.0,0.0,1,Clear,sky is clear,6759
2013-07-02 08:00:00,None,210,341,293.66,0.0,0.0,1,Clear,sky is clear,5704
2013-07-02 09:00:00,None,96,330,295.79,0.0,0.0,1,Clear,sky is clear,5225
2013-07-02 10:00:00,None,77,330,297.11,0.0,0.0,1,Clear,sky is clear,4597
2013-07-02 11:00:00,None,110,330,298.79,0.0,0.0,1,Clear,sky is clear,5031
2013-07-02 12:00:00,None,171,337,300.15,0.0,0.0,1,Clear,sky is clear,5109
2013-07-02 13:00:00,None,80,337,300.79,0.0,0.0,1,Clear,sky is clear,5310
2013-07-02 14:00:00,None,182,337,301.15,0.0,0.0,40,Clouds,scattered clouds,5489
2013-07-02 15:00:00,None,178,345,301.15,0.0,0.0,40,Clouds,scattered clouds,6041
2013-07-02 16:00:00,None,112,345,300.83,0.0,0.0,40,Clouds,scattered clouds,6432
2013-07-02 17:00:00,None,237,39,300.47,0.0,0.0,1,Clear,sky is clear,6098
2013-07-02 18:00:00,None,142,89,300.11,0.0,0.0,1,Clear,sky is clear,5000
2013-07-02 19:00:00,None,69,39,299.11,0.0,0.0,1,Clear,sky is clear,3529
2013-07-02 20:00:00,None,154,39,297.11,0.0,0.0,1,Clear,sky is clear,3074
2013-07-02 21:00:00,None,220,43,294.59,0.0,0.0,1,Clear,sky is clear,2789
2013-07-02 22:00:00,None,118,43,292.61,0.0,0.0,1,Clear,sky is clear,2090
2013-07-02 23:00:00,None,202,43,291.11,0.0,0.0,1,Clear,sky is clear,1311
2013-07-03 00:00:00,None,192,73,290.39,0.0,0.0,1,Clear,sky is clear,705
2013-07-03 01:00:00,None,18,73,290.12,0.0,0.0,1,Clear,sky is clear,426
2013-07-03 02:00:00,None,141,73,289.63,0.0,0.0,1,Clear,sky is clear,364
2013-07-03 03:00:00,None,83,109,289.15,0.0,0.0,1,Clear,sky is clear,376
2013-07-03 04:00:00,None,105,109,288.13,0.0,0.0,1,Clear,sky is clear,823
2013-07-03 05:00:00,None,138,109,287.92,0.0,0.0,20,Clouds,few clouds,2866
2013-07-03 06:00:00,None,231,167,287.86,0.0,0.0,40,Clouds,scattered clouds,5661
2013-07-03 08:00:00,None,137,186,287.788,0.0,0.0,0,Clear,Sky is Clear,5621
2013-07-03 09:00:00,None,16,186,294.07,0.0,0.0,1,Clear,sky is clear,5083
2013-07-03 10:00:00,None,234,262,296.11,0.0,0.0,40,Clouds,scattered clouds,4713
2013-07-03 11:00:00,None,125,262,297.79,0.0,0.0,1,Clear,sky is clear,5123
2013-07-03 12:00:00,None,112,262,299.15,0.0,0.0,1,Clear,sky is clear,5440
2013-07-03 13:00:00,None,235,208,299.47,0.0,0.0,1,Clear,sky is clear,5281
2013-07-03 14:00:00,None,62,141,300.15,0.0,0.0,1,Clear,sky is clear,6038
2013-07-03 15:00:00,None,12,141,300.79,0.0,0.0,1,Clear,sky is clear,6214
2013-07-03 16:00:00,None,41,182,300.79,0.0,0.0,1,Clear,sky is clear,6321
2013-07-03 17:00:00,None,267,182,300.79,0.0,0.0,1,Clear,sky is clear,5553
2013-07-03 18:00:00,None,89,182,300.1,0.0,0.0,1,Clear,sky is clear,4579
2013-07-03 19:00:00,None,133,216,299.47,0.0,0.0,1,Clear,sky is clear,3539
2013-07-03 20:00:00,None,269,216,297.47,0.0,0.0,1,Clear,sky is clear,3133
2013-07-03 21:00:00,None,219,216,295.39,0.0,0.0,40,Clouds,scattered clouds,3077
2013-07-03 22:00:00,None,54,182,292.15,0.0,0.0,1,Clear,sky is clear,2474
2013-07-03 23:00:00,None,281,160,290.86,0.0,0.0,1,Clear,sky is clear,1754
2013-07-04 00:00:00,Independence Day,236,176,290.08,0.0,0.0,1,Clear,sky is clear,1060
2013-07-04 01:00:00,None,122,200,288.61,0.0,0.0,1,Clear,sky is clear,611
2013-07-04 02:00:00,None,39,185,288.1,0.0,0.0,1,Clear,sky is clear,463
2013-07-04 03:00:00,None,285,160,287.37,0.0,0.0,1,Clear,sky is clear,333
2013-07-04 04:00:00,None,223,182,286.86,0.0,0.0,1,Clear,sky is clear,369
2013-07-04 05:00:00,None,96,182,286.62,0.0,0.0,1,Clear,sky is clear,833
2013-07-04 06:00:00,None,31,152,287.62,0.0,0.0,1,Clear,sky is clear,1033
2013-07-04 07:00:00,None,30,181,290.75,0.0,0.0,1,Clear,sky is clear,1112
2013-07-04 08:00:00,None,185,186,293.75,0.0,0.0,1,Clear,sky is clear,1535
2013-07-04 09:00:00,None,270,164,296.11,0.0,0.0,1,Clear,sky is clear,2095
2013-07-04 10:00:00,None,177,310,297.79,0.0,0.0,1,Clear,sky is clear,2592
2013-07-04 11:00:00,None,230,310,299.15,0.0,0.0,1,Clear,sky is clear,3274
2013-07-04 12:00:00,None,91,154,300.15,0.0,0.0,1,Clear,sky is clear,3526
2013-07-04 13:00:00,None,88,295,300.47,0.0,0.0,40,Clouds,scattered clouds,3265
2013-07-04 14:00:00,None,168,175,301.15,0.0,0.0,40,Clouds,scattered clouds,3257
2013-07-04 15:00:00,None,152,295,301.66,0.0,0.0,40,Clouds,scattered clouds,3253
2013-07-04 16:00:00,None,54,289,301.15,0.0,0.0,1,Clear,sky is clear,2939
2013-07-04 17:00:00,None,245,289,301.15,0.0,0.0,1,Clear,sky is clear,2843
2013-07-04 18:00:00,None,179,289,300.79,0.0,0.0,1,Clear,sky is clear,2603
2013-07-04 19:00:00,None,234,295,300.15,0.0,0.0,5,Clear,sky is clear,2545
2013-07-04 20:00:00,None,289,295,298.14,0.0,0.0,1,Clear,sky is clear,2461
2013-07-04 21:00:00,None,100,295,294.4,0.0,0.0,1,Clear,sky is clear,2201
2013-07-04 22:00:00,None,156,279,292.4,0.0,0.0,1,Clear,sky is clear,2641
2013-07-04 23:00:00,None,290,279,292.34,0.0,0.0,1,Clear,sky is clear,3512
2013-07-05 01:00:00,None,79,225,291.51,0.0,0.0,0,Clear,Sky is Clear,643
2013-07-05 02:00:00,None,58,290,291.91,0.0,0.0,0,Clear,Sky is Clear,387
2013-07-05 03:00:00,None,26,225,290.95,0.0,0.0,0,Clear,Sky is Clear,334
2013-07-05 04:00:00,None,158,225,290.67,0.0,0.0,0,Clear,Sky is Clear,550
2013-07-05 05:00:00,None,52,165,290.58,0.0,0.0,0,Clear,Sky is Clear,1498
2013-07-05 06:00:00,None,221,255,290.23,0.0,0.0,0,Clear,Sky is Clear,3137
2013-07-05 07:00:00,None,213,121,291.22,0.0,0.0,0,Clear,Sky is Clear,3702
2013-07-05 08:00:00,None,214,239,292.46,0.0,0.0,0,Clear,Sky is Clear,3383
2013-07-05 09:00:00,None,72,219,294.46,0.0,0.0,0,Clear,Sky is Clear,3486
2013-07-05 10:00:00,None,33,292,296.22,0.0,0.0,0,Clear,Sky is Clear,3716
2013-07-05 11:00:00,None,42,161,298.32,0.0,0.0,0,Clear,Sky is Clear,4144
2013-07-05 12:00:00,None,218,208,300.52,0.0,0.0,0,Clear,Sky is Clear,4544
2013-07-05 13:00:00,None,282,258,302.11,0.0,0.0,0,Clear,Sky is Clear,4426
2013-07-05 14:00:00,None,185,309,302.93,0.0,0.0,0,Clear,Sky is Clear,4879
2013-07-05 15:00:00,None,53,249,303.59,0.0,0.0,0,Clear,Sky is Clear,4780
2013-07-05 16:00:00,None,162,249,303.76,0.0,0.0,0,Clear,Sky is Clear,4713
2013-07-05 17:00:00,None,197,241,304.2,0.0,0.0,0,Clear,Sky is Clear,4074
2013-07-05 18:00:00,None,294,252,303.37,0.0,0.0,0,Clear,Sky is Clear,3716
2013-07-05 19:00:00,None,21,117,302.79,0.0,0.0,0,Clear,Sky is Clear,3001
2013-07-05 20:00:00,None,146,202,301.23,0.0,0.0,0,Clear,Sky is Clear,2683
2013-07-05 21:00:00,None,95,288,299.43,0.0,0.0,0,Clear,Sky is Clear,2849
2013-07-05 22:00:00,None,62,288,298.07,0.0,0.0,0,Clear,Sky is Clear,2558
2013-07-05 23:00:00,None,70,350,297.15,0.0,0.0,0,Clear,Sky is Clear,1947
2013-07-06 00:00:00,None,122,350,296.89,0.0,0.0,0,Clear,Sky is Clear,1190
2013-07-06 01:00:00,None,117,350,296.81,0.0,0.0,0,Clear,Sky is Clear,680
2013-07-06 02:00:00,None,76,7,295.89,0.0,0.0,0,Clear,Sky is Clear,611
2013-07-06 03:00:00,None,131,347,295.37,0.0,0.0,0,Clear,Sky is Clear,366
2013-07-06 04:00:00,None,263,347,294.72,0.0,0.0,0,Clear,Sky is Clear,436
2013-07-06 05:00:00,None,14,350,294.44,0.0,0.0,0,Clear,Sky is Clear,744
2013-07-06 06:00:00,None,244,350,294.05,0.0,0.0,0,Clear,Sky is Clear,1310
2013-07-06 07:00:00,None,48,1,294.32,0.0,0.0,0,Clear,Sky is Clear,1708
2013-07-06 08:00:00,None,209,315,295.38,0.0,0.0,0,Clear,Sky is Clear,2288
2013-07-06 09:00:00,None,179,358,296.78,0.0,0.0,0,Clear,Sky is Clear,2966
2013-07-06 10:00:00,None,30,318,298.08,0.0,0.0,0,Clear,Sky is Clear,3360
2013-07-06 11:00:00,None,184,330,299.39,0.0,0.0,0,Clear,Sky is Clear,3824
2013-07-06 12:00:00,None,83,270,300.83,0.0,0.0,32,Clouds,scattered clouds,3902
2013-07-06 13:00:00,None,293,360,302.03,0.0,0.0,32,Clouds,scattered clouds,3897
2013-07-06 14:00:00,None,158,359,302.31,0.0,0.0,1,Clear,sky is clear,3957
2013-07-06 16:00:00,None,122,347,303.49,0.0,0.0,48,Clouds,scattered clouds,3952
2013-07-06 17:00:00,None,293,5,303.41,0.0,0.0,48,Clouds,scattered clouds,3720
2013-07-06 18:00:00,None,95,54,303.43,0.0,0.0,8,Clear,sky is clear,3470
2013-07-06 19:00:00,None,111,54,302.67,0.0,0.0,8,Clear,sky is clear,2982
